Marque;Carburant;puiss_max;CO2;masse_ordma_min;Carrosserie;boite;gamme2;Cat_CO2
BMW;GO;85.0;99.0;1385;BERLINE;M;MOY-INFERIEURE;A
BMW;ES;190.0;199.0;1450;BERLINE;M;MOY-INFERIEURE;E
BMW;ES;190.0;199.0;1475;BERLINE;A;MOY-INFERIEURE;E
BMW;ES;225.0;198.0;1530;COUPE;M;MOY-INFERIEURE;E
BMW;ES;225.0;198.0;1545;COUPE;A;MOY-INFERIEURE;E
BMW;ES;225.0;200.0;1665;CABRIOLET;M;MOY-INFERIEURE;E
BMW;ES;225.0;200.0;1675;CABRIOLET;A;MOY-INFERIEURE;E
BMW;ES;235.0;182.0;1590;BERLINE;A;MOY-INFERIEURE;E
BMW;ES;235.0;175.0;1520;BERLINE;A;MOY-INFERIEURE;E
BMW;ES;235.0;188.0;1505;BERLINE;M;MOY-INFERIEURE;E
BMW;ES;235.0;182.0;1595;BERLINE;A;MOY-INFERIEURE;E
BMW;ES;100.0;138.0;1545;BREAK;A;SUPERIEURE;C
BMW;ES;100.0;143.0;1545;BREAK;A;SUPERIEURE;D
BMW;ES;100.0;138.0;1525;BREAK;M;SUPERIEURE;C
BMW;ES;100.0;143.0;1525;BREAK;M;SUPERIEURE;D
BMW;GO;85.0;119.0;1570;BREAK;A;SUPERIEURE;B
BMW;GO;85.0;123.0;1570;BREAK;A;SUPERIEURE;C
BMW;GO;85.0;119.0;1550;BREAK;M;SUPERIEURE;B
BMW;GO;85.0;123.0;1550;BREAK;M;SUPERIEURE;C
BMW;ES;100.0;134.0;1480;BERLINE;A;SUPERIEURE;C
BMW;ES;100.0;137.0;1480;BERLINE;A;SUPERIEURE;C
BMW;ES;100.0;134.0;1460;BERLINE;M;SUPERIEURE;C
BMW;ES;100.0;137.0;1460;BERLINE;M;SUPERIEURE;C
BMW;GO;85.0;116.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;85.0;117.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;85.0;114.0;1485;BERLINE;M;SUPERIEURE;B
BMW;GO;85.0;118.0;1485;BERLINE;M;SUPERIEURE;B
BMW;GO;105.0;127.0;1635;BERLINE;A;SUPERIEURE;C
BMW;GO;105.0;129.0;1635;BERLINE;A;SUPERIEURE;C
BMW;GO;105.0;119.0;1615;BERLINE;M;SUPERIEURE;B
BMW;GO;105.0;122.0;1615;BERLINE;M;SUPERIEURE;C
BMW;GO;105.0;119.0;1570;BREAK;A;SUPERIEURE;B
BMW;GO;105.0;123.0;1570;BREAK;A;SUPERIEURE;C
BMW;GO;105.0;119.0;1550;BREAK;M;SUPERIEURE;B
BMW;GO;105.0;123.0;1550;BREAK;M;SUPERIEURE;C
BMW;ES;105.0;147.0;1505;BREAK;M;SUPERIEURE;D
BMW;ES;105.0;159.0;1535;BREAK;A;SUPERIEURE;D
BMW;GO;105.0;120.0;1565;BREAK;M;SUPERIEURE;B
BMW;GO;105.0;142.0;1580;BREAK;A;SUPERIEURE;D
BMW;GO;105.0;117.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;105.0;118.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;105.0;116.0;1485;BERLINE;M;SUPERIEURE;B
BMW;GO;105.0;118.0;1485;BERLINE;M;SUPERIEURE;B
BMW;ES;135.0;145.0;1635;BERLINE;A;SUPERIEURE;D
BMW;ES;135.0;147.0;1635;BERLINE;A;SUPERIEURE;D
BMW;GO;135.0;129.0;1650;BERLINE;A;SUPERIEURE;C
BMW;GO;135.0;131.0;1650;BERLINE;A;SUPERIEURE;C
BMW;GO;135.0;129.0;1640;BERLINE;M;SUPERIEURE;C
BMW;GO;135.0;131.0;1640;BERLINE;M;SUPERIEURE;C
BMW;ES;125.0;159.0;1670;CABRIOLET;M;SUPERIEURE;D
BMW;ES;125.0;169.0;1700;CABRIOLET;A;SUPERIEURE;E
BMW;GO;135.0;135.0;1730;CABRIOLET;M;SUPERIEURE;C
BMW;GO;135.0;149.0;1745;CABRIOLET;A;SUPERIEURE;D
BMW;ES;125.0;154.0;1435;COUPE;M;SUPERIEURE;D
BMW;ES;125.0;159.0;1465;COUPE;A;SUPERIEURE;D
BMW;GO;135.0;137.0;1590;COUPE;M;SUPERIEURE;C
BMW;GO;135.0;150.0;1605;COUPE;A;SUPERIEURE;D
BMW;GO;135.0;125.0;1495;COUPE;M;SUPERIEURE;C
BMW;GO;135.0;140.0;1505;COUPE;A;SUPERIEURE;C
BMW;ES;135.0;143.0;1560;BERLINE;A;SUPERIEURE;D
BMW;ES;135.0;145.0;1560;BREAK;A;SUPERIEURE;D
BMW;ES;135.0;149.0;1540;BERLINE;M;SUPERIEURE;D
BMW;ES;135.0;152.0;1540;BREAK;M;SUPERIEURE;D
BMW;ES;135.0;152.0;1635;BREAK;A;SUPERIEURE;D
BMW;ES;135.0;154.0;1635;BREAK;A;SUPERIEURE;D
BMW;ES;135.0;159.0;1615;BREAK;M;SUPERIEURE;D
BMW;ES;135.0;160.0;1615;BREAK;M;SUPERIEURE;D
BMW;GO;135.0;129.0;1660;BREAK;A;SUPERIEURE;C
BMW;GO;135.0;133.0;1660;BREAK;A;SUPERIEURE;C
BMW;GO;135.0;129.0;1650;BREAK;M;SUPERIEURE;C
BMW;GO;135.0;133.0;1650;BREAK;M;SUPERIEURE;C
BMW;GO;120.0;112.0;1575;BREAK;A;SUPERIEURE;B
BMW;GO;120.0;112.0;1565;BREAK;M;SUPERIEURE;B
BMW;ES;125.0;149.0;1505;BREAK;M;SUPERIEURE;D
BMW;ES;125.0;164.0;1535;BREAK;A;SUPERIEURE;E
BMW;GO;135.0;128.0;1580;BREAK;M;SUPERIEURE;C
BMW;GO;135.0;142.0;1595;BREAK;A;SUPERIEURE;D
BMW;GO;135.0;140.0;1665;BREAK;M;SUPERIEURE;C
BMW;GO;135.0;153.0;1680;BREAK;A;SUPERIEURE;D
BMW;GO;120.0;114.0;1580;BREAK;M;SUPERIEURE;B
BMW;ES;135.0;138.0;1495;BERLINE;A;SUPERIEURE;C
BMW;ES;135.0;141.0;1495;BERLINE;A;SUPERIEURE;D
BMW;ES;135.0;144.0;1475;BERLINE;M;SUPERIEURE;D
BMW;ES;135.0;147.0;1475;BERLINE;M;SUPERIEURE;D
BMW;ES;135.0;149.0;1565;BERLINE;A;SUPERIEURE;D
BMW;ES;135.0;152.0;1565;BERLINE;A;SUPERIEURE;D
BMW;ES;135.0;158.0;1545;BERLINE;M;SUPERIEURE;D
BMW;ES;135.0;159.0;1545;BERLINE;M;SUPERIEURE;D
BMW;GO;135.0;117.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;135.0;118.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;135.0;119.0;1495;BERLINE;M;SUPERIEURE;B
BMW;GO;135.0;120.0;1495;BERLINE;M;SUPERIEURE;B
BMW;GO;135.0;124.0;1595;BERLINE;A;SUPERIEURE;C
BMW;GO;135.0;125.0;1595;BERLINE;A;SUPERIEURE;C
BMW;GO;135.0;127.0;1585;BERLINE;M;SUPERIEURE;C
BMW;GO;135.0;128.0;1585;BERLINE;M;SUPERIEURE;C
BMW;GO;120.0;109.0;1505;BERLINE;A;SUPERIEURE;B
BMW;GO;120.0;109.0;1495;BERLINE;M;SUPERIEURE;B
BMW;ES;125.0;124.0;1465;BERLINE;M;SUPERIEURE;C
BMW;ES;160.0;176.0;1730;CABRIOLET;M;SUPERIEURE;E
BMW;ES;160.0;185.0;1760;CABRIOLET;A;SUPERIEURE;E
BMW;GO;150.0;160.0;1815;CABRIOLET;M;SUPERIEURE;D
BMW;GO;150.0;168.0;1830;CABRIOLET;A;SUPERIEURE;E
BMW;ES;160.0;168.0;1505;COUPE;M;SUPERIEURE;E
BMW;ES;160.0;174.0;1535;COUPE;A;SUPERIEURE;E
BMW;ES;160.0;188.0;1605;COUPE;M;SUPERIEURE;E
BMW;ES;160.0;192.0;1625;COUPE;A;SUPERIEURE;E
BMW;GO;150.0;151.0;1590;COUPE;M;SUPERIEURE;D
BMW;GO;150.0;160.0;1605;COUPE;A;SUPERIEURE;D
BMW;GO;160.0;134.0;1615;BREAK;M;SUPERIEURE;C
BMW;ES;160.0;170.0;1565;BREAK;M;SUPERIEURE;E
BMW;ES;160.0;178.0;1595;COUPE;A;SUPERIEURE;E
BMW;ES;160.0;190.0;1715;BREAK;M;SUPERIEURE;E
BMW;ES;160.0;194.0;1735;BREAK;A;SUPERIEURE;E
BMW;GO;150.0;153.0;1665;BREAK;M;SUPERIEURE;D
BMW;GO;150.0;163.0;1680;BREAK;A;SUPERIEURE;E
BMW;GO;160.0;129.0;1550;BERLINE;M;SUPERIEURE;C
BMW;ES;180.0;162.0;1680;BREAK;A;SUPERIEURE;E
BMW;ES;180.0;166.0;1660;BREAK;M;SUPERIEURE;E
BMW;ES;180.0;147.0;1530;BERLINE;A;SUPERIEURE;D
BMW;ES;180.0;149.0;1505;BERLINE;M;SUPERIEURE;D
BMW;ES;180.0;157.0;1610;BERLINE;A;SUPERIEURE;D
BMW;ES;180.0;159.0;1595;BERLINE;M;SUPERIEURE;D
BMW;ES;200.0;182.0;1780;CABRIOLET;M;SUPERIEURE;E
BMW;ES;200.0;190.0;1795;CABRIOLET;A;SUPERIEURE;E
BMW;GO;180.0;162.0;1825;CABRIOLET;M;SUPERIEURE;E
BMW;GO;180.0;170.0;1840;CABRIOLET;A;SUPERIEURE;E
BMW;ES;200.0;191.0;1640;COUPE;M;SUPERIEURE;E
BMW;ES;200.0;193.0;1655;COUPE;A;SUPERIEURE;E
BMW;ES;200.0;173.0;1540;COUPE;M;SUPERIEURE;E
BMW;ES;200.0;175.0;1555;COUPE;A;SUPERIEURE;E
BMW;GO;180.0;171.0;1700;COUPE;M;SUPERIEURE;E
BMW;GO;180.0;178.0;1715;COUPE;A;SUPERIEURE;E
BMW;GO;180.0;152.0;1600;COUPE;M;SUPERIEURE;D
BMW;GO;180.0;164.0;1615;COUPE;A;SUPERIEURE;E
BMW;GO;190.0;142.0;1750;BREAK;A;SUPERIEURE;D
BMW;ES;200.0;193.0;1715;BREAK;M;SUPERIEURE;E
BMW;ES;200.0;195.0;1735;BREAK;A;SUPERIEURE;E
BMW;ES;200.0;177.0;1615;BREAK;M;SUPERIEURE;E
BMW;ES;200.0;184.0;1630;BREAK;A;SUPERIEURE;E
BMW;GO;180.0;174.0;1775;BREAK;M;SUPERIEURE;E
BMW;GO;180.0;181.0;1790;BREAK;A;SUPERIEURE;E
BMW;GO;180.0;155.0;1675;BREAK;M;SUPERIEURE;D
BMW;GO;180.0;165.0;1690;BREAK;A;SUPERIEURE;E
BMW;GO;190.0;137.0;1685;BERLINE;A;SUPERIEURE;C
BMW;ES;225.0;205.0;1810;CABRIOLET;M;SUPERIEURE;F
BMW;ES;225.0;205.0;1825;CABRIOLET;A;SUPERIEURE;F
BMW;ES;225.0;205.0;1680;COUPE;M;SUPERIEURE;F
BMW;ES;225.0;212.0;1695;COUPE;A;SUPERIEURE;F
BMW;ES;225.0;196.0;1600;COUPE;M;SUPERIEURE;E
BMW;ES;225.0;196.0;1615;COUPE;A;SUPERIEURE;E
BMW;GO;210.0;174.0;1645;COUPE;A;SUPERIEURE;E
BMW;ES;225.0;177.0;1660;BREAK;A;SUPERIEURE;E
BMW;ES;225.0;189.0;1650;BREAK;M;SUPERIEURE;E
BMW;ES;225.0;184.0;1730;BREAK;A;SUPERIEURE;E
BMW;ES;225.0;206.0;1735;BREAK;M;SUPERIEURE;F
BMW;ES;225.0;215.0;1750;BREAK;A;SUPERIEURE;F
BMW;ES;225.0;199.0;1670;BREAK;M;SUPERIEURE;E
BMW;ES;225.0;203.0;1685;BREAK;A;SUPERIEURE;F
BMW;GO;210.0;176.0;1720;BREAK;A;SUPERIEURE;E
BMW;ES;225.0;169.0;1595;BERLINE;A;SUPERIEURE;E
BMW;ES;225.0;186.0;1585;BERLINE;M;SUPERIEURE;E
BMW;ES;225.0;178.0;1665;BERLINE;A;SUPERIEURE;E
BMW;ES;225.0;193.0;1655;BERLINE;M;SUPERIEURE;E
BMW;GO;135.0;129.0;1790;BREAK;A;LUXE;C
BMW;GO;135.0;133.0;1790;BREAK;A;LUXE;C
BMW;GO;135.0;136.0;1790;BREAK;A;LUXE;C
BMW;GO;135.0;130.0;1785;BREAK;M;LUXE;C
BMW;GO;135.0;134.0;1785;BREAK;M;LUXE;C
BMW;GO;135.0;137.0;1785;BREAK;M;LUXE;C
BMW;ES;135.0;156.0;1790;BREAK;A;LUXE;D
BMW;ES;135.0;160.0;1790;BREAK;A;LUXE;D
BMW;ES;135.0;163.0;1790;BREAK;A;LUXE;E
BMW;ES;135.0;163.0;1780;BREAK;M;LUXE;E
BMW;ES;135.0;167.0;1780;BREAK;M;LUXE;E
BMW;ES;135.0;170.0;1780;BREAK;M;LUXE;E
BMW;GO;135.0;123.0;1700;BERLINE;A;LUXE;C
BMW;GO;135.0;127.0;1700;BERLINE;A;LUXE;C
BMW;GO;135.0;129.0;1700;BERLINE;A;LUXE;C
BMW;GO;135.0;125.0;1695;BERLINE;M;LUXE;C
BMW;GO;135.0;128.0;1695;BERLINE;M;LUXE;C
BMW;GO;135.0;130.0;1695;BERLINE;M;LUXE;C
BMW;GO;135.0;119.0;1695;BERLINE;M;LUXE;B
BMW;ES;135.0;149.0;1685;BERLINE;A;LUXE;D
BMW;ES;135.0;153.0;1685;BERLINE;A;LUXE;D
BMW;ES;135.0;155.0;1685;BERLINE;A;LUXE;D
BMW;ES;135.0;157.0;1670;BERLINE;M;LUXE;D
BMW;ES;135.0;161.0;1670;BERLINE;M;LUXE;E
BMW;ES;135.0;163.0;1670;BERLINE;M;LUXE;E
BMW;GO;135.0;139.0;1950;BERLINE;A;LUXE;C
BMW;GO;160.0;135.0;1825;BREAK;A;LUXE;C
BMW;GO;160.0;139.0;1825;BREAK;A;LUXE;C
BMW;GO;160.0;142.0;1825;BREAK;A;LUXE;D
BMW;GO;160.0;138.0;1820;BREAK;M;LUXE;C
BMW;GO;160.0;142.0;1820;BREAK;M;LUXE;D
BMW;GO;160.0;145.0;1820;BREAK;M;LUXE;D
BMW;GO;160.0;143.0;1895;BREAK;A;LUXE;D
BMW;GO;160.0;147.0;1895;BREAK;A;LUXE;D
BMW;GO;160.0;150.0;1895;BREAK;A;LUXE;D
BMW;GO;160.0;134.0;1795;BERLINE;A;LUXE;C
BMW;GO;160.0;138.0;1795;BERLINE;A;LUXE;C
BMW;GO;160.0;140.0;1795;BERLINE;A;LUXE;C
BMW;GO;160.0;126.0;1725;BERLINE;A;LUXE;C
BMW;GO;160.0;130.0;1725;BERLINE;A;LUXE;C
BMW;GO;160.0;132.0;1725;BERLINE;A;LUXE;C
BMW;GO;160.0;132.0;1720;BERLINE;M;LUXE;C
BMW;GO;160.0;136.0;1720;BERLINE;M;LUXE;C
BMW;GO;160.0;138.0;1720;BERLINE;M;LUXE;C
BMW;ES;180.0;159.0;1800;BREAK;A;LUXE;D
BMW;ES;180.0;163.0;1800;BREAK;A;LUXE;E
BMW;ES;180.0;166.0;1800;BREAK;A;LUXE;E
BMW;ES;180.0;165.0;1790;BREAK;M;LUXE;E
BMW;ES;180.0;169.0;1790;BREAK;M;LUXE;E
BMW;ES;180.0;172.0;1790;BREAK;M;LUXE;E
BMW;ES;180.0;169.0;1880;BREAK;A;LUXE;E
BMW;ES;180.0;173.0;1880;BREAK;A;LUXE;E
BMW;ES;180.0;176.0;1880;BREAK;A;LUXE;E
BMW;ES;180.0;152.0;1695;BERLINE;A;LUXE;D
BMW;ES;180.0;156.0;1695;BERLINE;A;LUXE;D
BMW;ES;180.0;158.0;1695;BERLINE;A;LUXE;D
BMW;ES;180.0;159.0;1685;BERLINE;M;LUXE;D
BMW;ES;180.0;163.0;1685;BERLINE;M;LUXE;E
BMW;ES;180.0;165.0;1685;BERLINE;M;LUXE;E
BMW;ES;180.0;162.0;1780;BERLINE;A;LUXE;E
BMW;ES;180.0;166.0;1780;BERLINE;A;LUXE;E
BMW;ES;180.0;168.0;1780;BERLINE;A;LUXE;E
BMW;GO;190.0;149.0;1940;BREAK;A;LUXE;D
BMW;GO;190.0;153.0;1940;BREAK;A;LUXE;D
BMW;GO;190.0;156.0;1940;BREAK;A;LUXE;D
BMW;ES;200.0;177.0;1820;BREAK;A;LUXE;E
BMW;ES;200.0;181.0;1820;BREAK;A;LUXE;E
BMW;ES;200.0;184.0;1820;BREAK;A;LUXE;E
BMW;ES;200.0;183.0;1800;BREAK;M;LUXE;E
BMW;ES;200.0;187.0;1800;BREAK;M;LUXE;E
BMW;ES;200.0;190.0;1800;BREAK;M;LUXE;E
BMW;GO;190.0;145.0;1870;BREAK;A;LUXE;D
BMW;GO;190.0;149.0;1870;BREAK;A;LUXE;D
BMW;GO;190.0;152.0;1870;BREAK;A;LUXE;D
BMW;GO;190.0;155.0;1860;BREAK;M;LUXE;D
BMW;GO;190.0;159.0;1860;BREAK;M;LUXE;D
BMW;GO;190.0;162.0;1860;BREAK;M;LUXE;E
BMW;GO;190.0;146.0;1865;BERLINE;A;LUXE;D
BMW;GO;190.0;149.0;1865;BERLINE;A;LUXE;D
BMW;GO;190.0;152.0;1865;BERLINE;A;LUXE;D
BMW;GO;190.0;139.0;1770;BERLINE;A;LUXE;C
BMW;GO;190.0;143.0;1770;BERLINE;A;LUXE;D
BMW;GO;190.0;145.0;1770;BERLINE;A;LUXE;D
BMW;GO;190.0;149.0;1760;BERLINE;M;LUXE;D
BMW;GO;190.0;153.0;1760;BERLINE;M;LUXE;D
BMW;GO;190.0;155.0;1760;BERLINE;M;LUXE;D
BMW;ES;200.0;173.0;1730;BERLINE;A;LUXE;E
BMW;ES;200.0;176.0;1730;BERLINE;A;LUXE;E
BMW;ES;200.0;178.0;1730;BERLINE;A;LUXE;E
BMW;ES;200.0;177.0;1710;BERLINE;M;LUXE;E
BMW;ES;200.0;180.0;1710;BERLINE;M;LUXE;E
BMW;ES;200.0;182.0;1710;BERLINE;M;LUXE;E
BMW;GO;180.0;173.0;2035;BERLINE;A;LUXE;E
BMW;GO;180.0;183.0;2090;BERLINE;A;LUXE;E
BMW;GO;190.0;163.0;2085;BERLINE;A;LUXE;E
BMW;GO;190.0;153.0;2015;BERLINE;A;LUXE;D
BMW;ES;225.0;179.0;1845;BREAK;A;LUXE;E
BMW;ES;225.0;183.0;1845;BREAK;A;LUXE;E
BMW;ES;225.0;186.0;1845;BREAK;A;LUXE;E
BMW;ES;225.0;190.0;1840;BREAK;M;LUXE;E
BMW;ES;225.0;194.0;1840;BREAK;M;LUXE;E
BMW;ES;225.0;197.0;1840;BREAK;M;LUXE;E
BMW;ES;225.0;194.0;1915;BERLINE;A;LUXE;E
BMW;ES;225.0;197.0;1915;BERLINE;A;LUXE;E
BMW;ES;225.0;199.0;1915;BERLINE;A;LUXE;E
BMW;GO;230.0;156.0;1970;BREAK;A;LUXE;D
BMW;GO;230.0;159.0;1970;BREAK;A;LUXE;D
BMW;GO;230.0;163.0;1970;BREAK;A;LUXE;E
BMW;GO;230.0;148.0;1900;BREAK;A;LUXE;D
BMW;GO;230.0;152.0;1900;BREAK;A;LUXE;D
BMW;GO;230.0;155.0;1900;BREAK;A;LUXE;D
BMW;ES;225.0;177.0;1775;BERLINE;A;LUXE;E
BMW;ES;225.0;180.0;1775;BERLINE;A;LUXE;E
BMW;ES;225.0;183.0;1775;BERLINE;A;LUXE;E
BMW;ES;225.0;188.0;1760;BERLINE;M;LUXE;E
BMW;ES;225.0;192.0;1760;BERLINE;M;LUXE;E
BMW;ES;225.0;194.0;1760;BERLINE;M;LUXE;E
BMW;ES;225.0;185.0;1840;BERLINE;A;LUXE;E
BMW;ES;225.0;188.0;1840;BERLINE;A;LUXE;E
BMW;ES;225.0;190.0;1840;BERLINE;A;LUXE;E
BMW;GO;230.0;142.0;1800;BERLINE;A;LUXE;D
BMW;GO;230.0;146.0;1800;BERLINE;A;LUXE;D
BMW;GO;230.0;148.0;1800;BERLINE;A;LUXE;D
BMW;GO;230.0;149.0;1870;BERLINE;A;LUXE;D
BMW;GO;230.0;154.0;1870;BERLINE;A;LUXE;D
BMW;GO;230.0;156.0;1870;BERLINE;A;LUXE;D
BMW;ES;225.0;209.0;2015;BERLINE;A;LUXE;F
BMW;GO;220.0;175.0;2045;BERLINE;A;LUXE;E
BMW;ES;225.0;216.0;2070;BERLINE;A;LUXE;F
BMW;GO;220.0;187.0;2110;BERLINE;A;LUXE;E
BMW;GO;230.0;168.0;2115;BERLINE;A;LUXE;E
BMW;GO;230.0;154.0;2045;BERLINE;A;LUXE;D
BMW;ES;300.0;249.0;1975;BREAK;A;LUXE;F
BMW;ES;300.0;250.0;1975;BREAK;A;LUXE;G
BMW;GO;280.0;169.0;2065;BREAK;A;LUXE;E
BMW;ES;300.0;242.0;1905;BERLINE;A;LUXE;F
BMW;ES;300.0;243.0;1905;BERLINE;A;LUXE;F
BMW;ES;300.0;256.0;1975;BERLINE;A;LUXE;G
BMW;ES;300.0;257.0;1975;BERLINE;A;LUXE;G
BMW;GO;280.0;165.0;1970;BREAK;A;LUXE;E
BMW;ES;330.0;214.0;2145;BERLINE;A;LUXE;F
BMW;ES;300.0;263.0;2135;BERLINE;A;LUXE;G
BMW;ES;330.0;224.0;2215;BERLINE;A;LUXE;F
BMW;ES;300.0;275.0;2205;BERLINE;A;LUXE;G
BMW;GO;230.0;152.0;1945;COUPE;A;LUXE;D
BMW;GO;230.0;154.0;1945;COUPE;A;LUXE;D
BMW;GO;230.0;158.0;1945;COUPE;A;LUXE;D
BMW;ES;235.0;189.0;1900;COUPE;A;LUXE;E
BMW;ES;235.0;193.0;1900;COUPE;A;LUXE;E
BMW;ES;235.0;177.0;1735;COUPE;A;LUXE;E
BMW;ES;235.0;179.0;1735;COUPE;A;LUXE;E
BMW;ES;235.0;181.0;1735;COUPE;A;LUXE;E
BMW;ES;235.0;181.0;1915;CABRIOLET;A;LUXE;E
BMW;ES;235.0;183.0;1915;CABRIOLET;A;LUXE;E
BMW;ES;235.0;185.0;1915;CABRIOLET;A;LUXE;E
BMW;GO;230.0;143.0;1790;COUPE;A;LUXE;D
BMW;GO;230.0;144.0;1790;COUPE;A;LUXE;D
BMW;GO;230.0;145.0;1790;COUPE;A;LUXE;D
BMW;ES;235.0;188.0;1840;COUPE;A;LUXE;E
BMW;ES;235.0;191.0;1840;COUPE;A;LUXE;E
BMW;GO;230.0;147.0;1935;CABRIOLET;A;LUXE;D
BMW;GO;230.0;148.0;1935;CABRIOLET;A;LUXE;D
BMW;GO;230.0;149.0;1935;CABRIOLET;A;LUXE;D
BMW;GO;230.0;149.0;1870;COUPE;A;LUXE;D
BMW;GO;230.0;152.0;1870;COUPE;A;LUXE;D
BMW;GO;230.0;153.0;1870;COUPE;A;LUXE;D
BMW;GO;230.0;154.0;2005;CABRIOLET;A;LUXE;D
BMW;GO;230.0;157.0;2005;CABRIOLET;A;LUXE;D
BMW;GO;230.0;158.0;2005;CABRIOLET;A;LUXE;D
BMW;ES;235.0;192.0;1985;CABRIOLET;A;LUXE;E
BMW;ES;235.0;195.0;1985;CABRIOLET;A;LUXE;E
BMW;ES;330.0;199.0;1940;COUPE;A;LUXE;E
BMW;ES;330.0;206.0;1940;COUPE;A;LUXE;F
BMW;ES;330.0;215.0;2015;COUPE;A;LUXE;F
BMW;ES;330.0;219.0;2015;COUPE;A;LUXE;F
BMW;ES;300.0;245.0;1845;COUPE;A;LUXE;F
BMW;ES;300.0;246.0;1845;COUPE;A;LUXE;F
BMW;ES;300.0;262.0;1920;COUPE;A;LUXE;G
BMW;ES;300.0;263.0;1920;COUPE;A;LUXE;G
BMW;ES;300.0;248.0;2015;CABRIOLET;A;LUXE;F
BMW;ES;300.0;249.0;2015;CABRIOLET;A;LUXE;F
BMW;ES;300.0;266.0;2055;CABRIOLET;A;LUXE;G
BMW;ES;300.0;267.0;2055;CABRIOLET;A;LUXE;G
BMW;ES;330.0;213.0;1930;COUPE;A;LUXE;F
BMW;ES;330.0;217.0;1930;COUPE;A;LUXE;F
BMW;ES;330.0;199.0;1870;COUPE;A;LUXE;E
BMW;ES;330.0;206.0;1870;COUPE;A;LUXE;F
BMW;ES;330.0;217.0;2055;CABRIOLET;A;LUXE;F
BMW;ES;330.0;221.0;2055;CABRIOLET;A;LUXE;F
BMW;ES;330.0;208.0;2015;CABRIOLET;A;LUXE;F
BMW;ES;330.0;214.0;2015;CABRIOLET;A;LUXE;F
BMW;GO;180.0;178.0;1940;BERLINE;A;LUXE;E
BMW;GO;180.0;180.0;1975;BERLINE;A;LUXE;E
BMW;GO;190.0;148.0;1915;BERLINE;A;LUXE;D
BMW;GO;190.0;158.0;1985;BERLINE;A;LUXE;D
BMW;GO;190.0;148.0;1950;BERLINE;A;LUXE;D
BMW;ES;240.0;232.0;1935;BERLINE;A;LUXE;F
BMW;ES;240.0;235.0;1970;BERLINE;A;LUXE;F
BMW;GO;225.0;183.0;2025;BERLINE;A;LUXE;E
BMW;GO;225.0;181.0;1950;BERLINE;A;LUXE;E
BMW;ES;235.0;184.0;1900;BERLINE;A;LUXE;E
BMW;GO;230.0;159.0;2015;BERLINE;A;LUXE;D
BMW;GO;230.0;149.0;1940;BERLINE;A;LUXE;D
BMW;ES;235.0;184.0;1920;BERLINE;A;LUXE;E
BMW;ES;300.0;266.0;2020;BERLINE;A;LUXE;G
BMW;ES;300.0;266.0;2055;BERLINE;A;LUXE;G
BMW;ES;300.0;278.0;2105;BERLINE;A;LUXE;G
BMW;ES;300.0;278.0;2135;BERLINE;A;LUXE;G
BMW;ES;330.0;199.0;2015;BERLINE;A;LUXE;E
BMW;ES;330.0;217.0;2075;BERLINE;A;LUXE;F
BMW;GO;280.0;169.0;2070;BERLINE;A;LUXE;E
BMW;ES;330.0;199.0;2035;BERLINE;A;LUXE;E
BMW;GO;280.0;169.0;2095;BERLINE;A;LUXE;E
BMW;ES;330.0;219.0;2110;BERLINE;A;LUXE;F
BMW;ES;400.0;299.0;2180;BERLINE;A;LUXE;G
BMW;ES;400.0;303.0;2250;BERLINE;A;LUXE;G
BMW;ES;309.0;290.0;1655;COUPE;M;SUPERIEURE;G
BMW;ES;309.0;297.0;1885;CABRIOLET;M;SUPERIEURE;G
BMW;ES;309.0;269.0;1905;CABRIOLET;A;SUPERIEURE;G
BMW;ES;309.0;263.0;1675;COUPE;A;SUPERIEURE;G
BMW;ES;412.0;232.0;1945;BERLINE;A;LUXE;F
BMW;ES;412.0;232.0;1950;BERLINE;A;LUXE;F
BMW;ES;110.0;195.0;1530;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
BMW;ES;110.0;191.0;1505;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
BMW;ES;135.0;165.0;1585;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
BMW;ES;135.0;165.0;1560;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
BMW;ES;180.0;183.0;1670;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
BMW;ES;180.0;183.0;1655;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
BMW;GO;160.0;145.0;1670;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;D
BMW;GO;160.0;154.0;1660;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;D
BMW;ES;135.0;177.0;1665;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;E
BMW;ES;135.0;179.0;1650;TS TERRAINS/CHEMINS;M;MOY-SUPERIEURE;E
BMW;GO;105.0;155.0;1570;TS TERRAINS/CHEMINS;A;MOY-SUPERIEURE;D
